chunkid	passagefails	worderrors	gbindex	error	cleanerror	diverge_from_clean
amory.01_10	0.05947	0.15123	amory.01	0.9991067168439549	0.5725842329544729	0.426522483889482
amory.01_11	0.04719	0.15787	amory.01	0.9997093802638046	0.5725842329544729	0.4271251473093317
amory.01_12	0.06196	0.15822	amory.01	0.012062837970779672	0.5725842329544729	-0.5605213949836932
amory.01_13	0.05145	0.15013	amory.01	0.8652697136384384	0.5725842329544729	0.2926854806839655
amory.01_14	0.03468	0.15668	amory.01	0.9829346574334108	0.5725842329544729	0.4103504244789379
amory.01_15	0.04358	0.15676	amory.01	0.1864536865456231	0.5725842329544729	-0.3861305464088498
amory.01_16	0.0461	0.14922	amory.01	0.9989312359260061	0.5725842329544729	0.42634700297153316
amory.01_17	0.06323	0.16105	amory.01	0.999559657360903	0.5725842329544729	0.4269754244064301
amory.01_18	0.04835	0.15578	amory.01	0.730641532335446	0.5725842329544729	0.15805729938097313
amory.01_2	0.03034	0.15279	amory.01	0.9993752638881043	0.5725842329544729	0.42679103093363135
amory.01_3	0.03754	0.16198	amory.01	0.2304985183371827	0.5725842329544729	-0.3420857146172902
amory.01_4	0.03703	0.16408	amory.01	0.9899685960978468	0.5725842329544729	0.4173843631433739
amory.01_5	0.03413	0.14693	amory.01	0.08910356155520938	0.5725842329544729	-0.48348067139926354
amory.01_6	0.0553	0.15006	amory.01	0.053571112343053784	0.5725842329544729	-0.5190131206114191
amory.01_7	0.0328	0.16243	amory.01	0.9888453981300229	0.5725842329544729	0.41626116517555
amory.01_8	0.04004	0.17605	amory.01	0.9599433652115893	0.5725842329544729	0.3873591322571164
amory.01_9	0.13554	0.16751	amory.01	0.832844637284085	0.5725842329544729	0.26026040432961206
51468_0	0.08275	0.0256	51468	0.7544321789119164	0.2557108107055741	0.4987213682063423
51468_1	0.06917	0.01869	51468	0.00012038803983727142	0.2557108107055741	-0.25559042266573684
51468_2	0.05168	0.02422	51468	3.037478824763351e-05	0.2557108107055741	-0.2556804359173265
51468_3	0.14782	0.03394	51468	0.001196279902721531	0.2557108107055741	-0.2545145308028526
36626_0	0.0621	0.02519	36626	2.607109312879885e-07	0.06903317508045896	-0.06903291436952767
36626_1	0.00685	0.01997	36626	1.5830491562063287e-07	0.06903317508045896	-0.06903301677554334
36626_10	0.01494	0.03445	36626	7.221125435274978e-06	0.06903317508045896	-0.06902595395502369
36626_11	0.00711	0.02742	36626	1.0490792567985352e-08	0.06903317508045896	-0.0690331645896664
36626_12	0.00907	0.02734	36626	1.3032757931741301e-06	0.06903317508045896	-0.06903187180466579
36626_13	0.00931	0.02947	36626	1.938855287431096e-08	0.06903317508045896	-0.06903315569190609
36626_14	0.24455	0.05995	36626	1.5280016085750248e-06	0.06903317508045896	-0.06903164707885039
36626_2	0.00514	0.02432	36626	0.0007330195271260109	0.06903317508045896	-0.06830015555333295
36626_3	0.00539	0.02683	36626	0.00021718339320508928	0.06903317508045896	-0.06881599168725387
36626_4	0.00955	0.02921	36626	1.8645304206144075e-06	0.06903317508045896	-0.06903131055003835
36626_5	0.00637	0.02252	36626	2.4912300079504845e-06	0.06903317508045896	-0.06903068385045101
36626_6	0.00906	0.03038	36626	3.4196202141401066e-05	0.06903317508045896	-0.06899897887831756
36626_7	0.00906	0.0274	36626	1.4871432962859643e-07	0.06903317508045896	-0.06903302636612933
36626_8	0.00735	0.02834	36626	4.090727251160331e-06	0.06903317508045896	-0.0690290843532078
36626_9	0.01101	0.0277	36626	0.21079269214663043	0.06903317508045896	0.14175951706617146
30530_0	0.05276	0.0188	30530	0.05876229543849221	0.32450168667366397	-0.26573939123517176
30530_1	0.01506	0.01279	30530	0.02382124546022102	0.32450168667366397	-0.30068044121344295
30530_2	0.01802	0.01246	30530	0.9760229904253227	0.32450168667366397	0.6515213037516587
30530_3	0.02316	0.01534	30530	0.9875875831218651	0.32450168667366397	0.6630858964482012
31835_0	0.01321	0.01088	31835	0.07636357200879529	0.001661477845021908	0.07470209416377338
31835_1	0.00432	0.01008	31835	0.004507365486136061	0.001661477845021908	0.002845887641114153
31835_2	0.00457	0.0098	31835	5.716123867782752e-05	0.001661477845021908	-0.0016043166063440806
31835_3	0.00432	0.00955	31835	6.751054061560069e-06	0.001661477845021908	-0.001654726790960348
39716_0	0.08834	0.0307				
39716_1	0.02258	0.0254				
39716_2	0.02581	0.02198				
40570_0	0.01225	0.00674	40570	4.9261984719883856e-05	0.010502986907403283	-0.0104537249226834
40570_1	0.00098	0.00435	40570	1.3401090892539713e-06	0.010502986907403283	-0.01050164679831403
40570_2	0.00049	0.00653	40570	4.725057264998167e-05	0.010502986907403283	-0.010455736334753302
40570_3	0.00171	0.00491	40570	0.0012865460211047841	0.010502986907403283	-0.0092164408862985
40570_4	0.83235	0.13481	40570	1.4064274300729096e-07	0.010502986907403283	-0.010502846264660276
EquiOINbio_0	0.18594	0.18563				
EquiOINbio_1	0.02691	0.16225				
EquiOINbio_2	0.03061	0.1652				
EquiOINbio_3	0.80761	0.17398				
35500_0	0.01857	0.01927				
35500_1	0.01431	0.01526				
35500_2	0.00671	0.01435				
35500_3	0.01051	0.01417				
29854_0	0.01038	0.01719	29854	0.9961156701809205	0.2899282433734325	0.706187426807488
29854_1	0.00346	0.01326	29854	0.045197982537214076	0.2899282433734325	-0.2447302608362184
29854_10	0.00494	0.01421	29854	0.33371495383167127	0.2899282433734325	0.04378671045823879
29854_11	0.02176	0.02136	29854	0.999645278628016	0.2899282433734325	0.7097170352545835
29854_2	0.0047	0.00911	29854	0.9064760836552093	0.2899282433734325	0.6165478402817768
29854_3	0.00198	0.00766	29854	0.4126370150937162	0.2899282433734325	0.12270877172028372
29854_4	0.00395	0.01516	29854	0.9999742409322253	0.2899282433734325	0.7100459975587928
29854_5	0.00643	0.01042	29854	9.101346125639509e-07	0.2899282433734325	-0.2899273332388199
29854_6	0.00099	0.01128	29854	0.059924881703259714	0.2899282433734325	-0.23000336167017277
29854_7	0.00297	0.0117	29854	0.015127303942749415	0.2899282433734325	-0.27480093943068307
29854_8	0.00519	0.00843	29854	0.2790078924687518	0.2899282433734325	-0.010920350904680687
29854_9	0.00865	0.02012	29854	0.11075812309845767	0.2899282433734325	-0.1791701202749748
41256_0	0.08741	0.18197	41256	0.00025592139013386195	0.0001729059157852042	8.301547434865774e-05
41256_1	0.04999	0.18669	41256	0.01377641482351466	0.0001729059157852042	0.013603508907729456
41256_2	0.09885	0.18258	41256	0.013694186663687158	0.0001729059157852042	0.013521280747901954
41256_3	0.1217	0.18472	41256	0.20742513623748127	0.0001729059157852042	0.20725223032169607
41256_4	0.05197	0.19218	41256	2.2698259827258482e-08	0.0001729059157852042	-0.00017288321752537695
29868_0	0.01926	0.01666	29868	0.01812125151360755	0.3836428768728387	-0.36552162535923116
29868_1	0.00458	0.01179	29868	0.00044717868397825544	0.3836428768728387	-0.38319569818886046
29868_2	0.00506	0.01152	29868	0.7064044336476853	0.3836428768728387	0.32276155677484664
29868_3	0.00818	0.00957	29868	0.014755892978693508	0.3836428768728387	-0.3688869838941452
38447_0	0.03221	0.02181	38447	0.02688923035635793	0.15632824231017098	-0.12943901195381305
38447_1	0.00337	0.01104	38447	0.002106582567333648	0.15632824231017098	-0.15422165974283733
38447_2	0.00961	0.01252	38447	0.01874409971981006	0.15632824231017098	-0.13758414259036092
38447_3	0.01038	0.01345	38447	0.04828657219671739	0.15632824231017098	-0.10804167011345359
38447_4	0.01038	0.01324	38447	0.610563608956475	0.15632824231017098	0.45423536664630404
38447_5	0.01116	0.01355	38447	0.005498076918306283	0.15632824231017098	-0.1508301653918647
38447_6	0.01455	0.01613	38447	0.3390483447224917	0.15632824231017098	0.1827201024123207
42857_0	0.05515	0.01231	42857	0.6679174857166739	0.6757361213565732	-0.007818635639899374
42857_1	0.00967	0.0044	42857	0.1508570278033019	0.6757361213565732	-0.5248790935532713
42857_2	0.02979	0.00484	42857	0.9846524066776038	0.6757361213565732	0.30891628532103055
42857_3	0.02771	0.00675	42857	0.752164846705172	0.6757361213565732	0.07642872534859879
42857_4	0.01255	0.00913	42857	0.10388888809445651	0.6757361213565732	-0.5718472332621167
42857_5	0.01489	0.00863	42857	0.9997970244470522	0.6757361213565732	0.32406090309047897
42857_6	0.01545	0.00863	42857	0.0034771294501662053	0.6757361213565732	-0.672258991906407
manley.01_0	0.94964	0.2005	manley.01	0.018328458818965943	0.09606849231700249	-0.07774003349803654
manley.01_1	0.93959	0.20562	manley.01	4.129256514495694e-07	0.09606849231700249	-0.09606807939135104
manley.01_2	0.92448	0.19635	manley.01	6.945780017031389e-06	0.09606849231700249	-0.09606154653698545
manley.01_3	0.95102	0.21766	manley.01	0.0006322599719745803	0.09606849231700249	-0.0954362323450279
manley.01_4	0.94999	0.20742	manley.01	0.4588840197607622	0.09606849231700249	0.3628155274437597
manley.01_5	0.93378	0.20059	manley.01	0.011355042998921872	0.09606849231700249	-0.08471344931808061
52072_0	0.03	0.02671	52072	5.418845372417991e-10	0.01993717631549132	-0.019937175773606784
52072_1	0.014	0.0204	52072	3.8021403451216074e-06	0.01993717631549132	-0.0199333741751462
52072_10	0.01548	0.02304	52072	1.4311818397061415e-09	0.01993717631549132	-0.019937174884309482
52072_11	0.0235	0.02634	52072	8.797478003419457e-06	0.01993717631549132	-0.019928378837487902
52072_12	0.01298	0.0205	52072	8.028522291425588e-10	0.01993717631549132	-0.019937175512639092
52072_13	0.01799	0.02109	52072	5.642926914628532e-08	0.01993717631549132	-0.019937119886222175
52072_14	0.01597	0.02285	52072	0.0014186262277346984	0.01993717631549132	-0.018518550087756623
52072_15	0.30439	0.03472	52072	4.746812213851648e-06	0.01993717631549132	-0.01993242950327747
52072_2	0.01624	0.02168	52072	7.739351620683621e-07	0.01993717631549132	-0.019936402380329253
52072_3	0.036	0.02404	52072	1.0363814170744057e-05	0.01993717631549132	-0.019926812501320577
52072_4	0.0145	0.0231	52072	0.011610711488353687	0.01993717631549132	-0.008326464827137635
52072_5	0.016	0.02162	52072	3.331294640140925e-08	0.01993717631549132	-0.01993714300254492
52072_6	0.02049	0.02355	52072	7.866220838148585e-06	0.01993717631549132	-0.019929310094653173
52072_7	0.034	0.02944	52072	1.7050095668658116e-08	0.01993717631549132	-0.019937159265395653
52072_8	0.01923	0.01851	52072	1.965808241966016e-06	0.01993717631549132	-0.019935210507249355
52072_9	0.01725	0.02006	52072	1.6766852493299567e-05	0.01993717631549132	-0.019920409462998022
33498_0	0.0449	0.0197	33498	0.04574280024816346	0.0007436740290177879	0.044999126219145674
33498_1	0.03805	0.01512	33498	5.310517112389057e-06	0.0007436740290177879	-0.0007383635119053988
33498_2	0.02106	0.01353	33498	1.3034028291336597e-05	0.0007436740290177879	-0.0007306400007264513
33498_3	0.2103	0.03703	33498	0.0001160361040793978	0.0007436740290177879	-0.0006276379249383901
51235_0	0.2379	0.04115				
51235_1	0.06054	0.02962				
2512_0	0.08896	0.0406				
2512_1	0.0227	0.01967				
2512_2	0.01957	0.02023				
2512_3	0.01591	0.02131				
2512_4	0.03468	0.02614				
2512_5	0.06785	0.02621				
37415_0	0.04569	0.02265	37415	4.9104934401911216e-05	1.184796128617105e-05	3.7256973115740166e-05
37415_1	0.0324	0.01765	37415	1.1021625827889459e-05	1.184796128617105e-05	-8.263354582815907e-07
47333_0	0.03222	0.02061	47333	0.8688411041425528	0.1398590598236163	0.7289820443189365
47333_1	0.02806	0.01992	47333	1.7123160367393808e-07	0.1398590598236163	-0.13985888859201262
47333_2	0.02132	0.01802	47333	0.128142303229818	0.1398590598236163	-0.011716756593798283
47333_3	0.02521	0.01592	47333	0.9932196788149187	0.1398590598236163	0.8533606189913023
44982_0	0.03443	0.01994	44982	0.0035468859419260923	0.5532032801209502	-0.5496563941790241
44982_1	0.00499	0.01612	44982	0.31072700142516685	0.5532032801209502	-0.24247627869578336
44982_2	0.01021	0.01301	44982	0.23674256017801376	0.5532032801209502	-0.31646071994293645
44982_3	0.01221	0.01511	44982	0.011568707948897416	0.5532032801209502	-0.5416345721720528
44982_4	0.00698	0.01376	44982	0.6846343120459122	0.5532032801209502	0.13143103192496197
44982_5	0.0117	0.01151	44982	0.9979546619689573	0.5532032801209502	0.4447513818480071
44982_6	0.01495	0.01078	44982	0.9852331308327215	0.5532032801209502	0.43202985071177125
37788_0	0.08195	0.03267	37788	2.3816750505556428e-05	0.4148203917726273	-0.41479657502212175
37788_1	0.02862	0.02143	37788	0.009841625198047543	0.4148203917726273	-0.40497876657457976
37788_10	0.0424	0.02052	37788	0.5549242678756441	0.4148203917726273	0.14010387610301678
37788_2	0.032	0.02264	37788	0.009249499717362553	0.4148203917726273	-0.40557089205526475
37788_3	0.03304	0.02242	37788	0.3862938473151951	0.4148203917726273	-0.02852654445743219
37788_4	0.03538	0.02019	37788	0.7086326011545354	0.4148203917726273	0.2938122093819081
37788_5	0.02835	0.02556	37788	0.0002615684428100007	0.4148203917726273	-0.4145588233298173
37788_6	0.03071	0.0221	37788	0.0007664062686525419	0.4148203917726273	-0.41405398550397476
37788_7	0.03409	0.02126	37788	1.4968176944574196e-06	0.4148203917726273	-0.41481889495493285
37788_8	0.02731	0.02386	37788	0.05443015082258951	0.4148203917726273	-0.3603902409500378
37788_9	0.03149	0.01932	37788	0.7948088939509026	0.4148203917726273	0.3799885021782753
42101_0	0.06465	0.01858	42101	0.00029351785630238325	0.12719628052307355	-0.12690276266677117
42101_1	0.04508	0.01459	42101	3.960035759975611e-06	0.12719628052307355	-0.12719232048731358
42101_2	0.04268	0.015	42101	0.0004810583486806186	0.12719628052307355	-0.12671522217439293
42101_3	0.19648	0.05586	42101	0.43369171825832087	0.12719628052307355	0.30649543773524734
40919_0	0.03703	0.02027	40919	4.6863968888311014e-05	0.0005572450741750945	-0.0005103811052867835
40919_1	0.00312	0.00738	40919	0.0009169389407120976	0.0005572450741750945	0.0003596938665370031
40919_2	0.00312	0.01039	40919	0.0011219365044603524	0.0005572450741750945	0.0005646914302852579
40919_3	0.00335	0.00688	40919	2.8154312411099447e-05	0.0005572450741750945	-0.0005290907617639951
35997_0	0.04353	0.01158				
35997_1	0.03573	0.00837				
35997_2	0.02972	0.00758				
39824_0	0.01804	0.01975	39824	0.004357423311747932	0.26601936681686883	-0.2616619435051209
39824_1	0.00313	0.01343	39824	0.4612179507012698	0.26601936681686883	0.19519858388440098
39824_2	0.00863	0.01606	39824	0.016398289860287463	0.26601936681686883	-0.24962107695658137
39824_3	0.01072	0.01639	39824	0.9997267999180567	0.26601936681686883	0.7337074331011879
39824_4	0.01019	0.01443	39824	0.9980937240691474	0.26601936681686883	0.7320743572522785
39824_5	0.01725	0.01608	39824	0.49594453121596327	0.26601936681686883	0.22992516439909444
37955_0	0.15585	0.01926	37955	0.0004907876698253544	9.440129469337477e-06	0.0004813475403560169
37955_1	0.0224	0.01322	37955	2.8703975471500165e-05	9.440129469337477e-06	1.9263846002162688e-05
37955_2	0.0448	0.01488	37955	4.6871093450917556e-08	9.440129469337477e-06	-9.39325837588656e-06
37955_3	0.02528	0.01389	37955	2.2668670163206173e-07	9.440129469337477e-06	-9.213442767705415e-06
37955_4	0.02978	0.01831	37955	6.329770307900162e-08	9.440129469337477e-06	-9.376831766258475e-06
37955_5	0.02689	0.01761	37955	5.402555847133783e-09	9.440129469337477e-06	-9.434726913490343e-06
37955_6	0.03291	0.01418	37955	3.3110912891487487e-06	9.440129469337477e-06	-6.129038180188728e-06
37955_7	0.07406	0.02853	37955	0.002429347830895545	9.440129469337477e-06	0.0024199077014262077
36134_0	0.16482	0.05479	36134	0.0004167510792945084	0.001092514518072879	-0.0006757634387783706
36134_1	0.11523	0.03779	36134	0.005895087426853185	0.001092514518072879	0.004802572908780306
36134_2	0.15509	0.05446	36134	0.0017316144414849521	0.001092514518072879	0.0006390999234120731
36134_3	0.19583	0.06446	36134	0.021089683551735905	0.001092514518072879	0.019997169033663026
36134_4	0.1842	0.06088	36134	0.003362008792023974	0.001092514518072879	0.002269494273951095
WartTLSbio_0	0.05053	0.0433	WartTLSbio	0.8210826666897326	0.40110433351692765	0.419978333172805
WartTLSbio_1	0.04083	0.03384	WartTLSbio	0.9976089115565248	0.40110433351692765	0.5965045780395971
WartTLSbio_2	0.05093	0.04549	WartTLSbio	0.981704715636745	0.40110433351692765	0.5806003821198173
WartTLSbio_3	0.0707	0.05241	WartTLSbio	0.9979848930365891	0.40110433351692765	0.5968805595196615
WartTLSbio_4	0.04711	0.07261	WartTLSbio	0.9996217646333749	0.40110433351692765	0.5985174311164473
WartTLSbio_5	0.04675	0.08515	WartTLSbio	0.02407195706837384	0.40110433351692765	-0.3770323764485538
WartTLSbio_6	0.06559	0.06726	WartTLSbio	0.0015028330005689705	0.40110433351692765	-0.3996015005163587
WartTLSbio_7	0.07984	0.06113	WartTLSbio	0.24957298739668587	0.40110433351692765	-0.15153134612024177
31510_0	0.05062	0.02378	31510	0.04542891848064101	0.017181278791998045	0.028247639688642967
31510_1	0.04129	0.02192	31510	0.02450810192897257	0.017181278791998045	0.007326823136974525
31510_2	0.06139	0.02017	31510	0.29709431565352884	0.017181278791998045	0.2799130368615308
51964_0	0.07126	0.01913	51964	0.2360677093394148	0.15857065499412812	0.07749705434528667
51964_1	0.03901	0.01473	51964	7.472844063849404e-05	0.15857065499412812	-0.15849592655348962
51964_2	0.03389	0.01645	51964	0.08091654166492146	0.15857065499412812	-0.07765411332920666
51964_3	0.03148	0.01583	51964	0.07978598939323311	0.15857065499412812	-0.078784665600895
51964_4	0.0347	0.01433	51964	0.007941574145070907	0.15857065499412812	-0.1506290808490572
51964_5	0.02906	0.0143	51964	0.011604539792101187	0.15857065499412812	-0.14696611520202693
51964_6	0.10304	0.0167	51964	0.12967737380876687	0.15857065499412812	-0.028893281185361247
45708_0	0.03078	0.02258	45708	1.1200293328461619e-05	0.0006884043357230732	-0.0006772040423946116
45708_1	0.0203	0.01708	45708	0.000144765255046031	0.0006884043357230732	-0.0005436390806770423
45708_2	0.24526	0.0816	45708	0.018304999981995418	0.0006884043357230732	0.017616595646272343
34683_0	0.04805	0.00751	34683	2.9268401258164545e-08	0.0023200832441971166	-0.0023200539757958585
34683_1	0.01774	0.00577	34683	0.00010618813147611483	0.0023200832441971166	-0.002213895112721002
34683_2	0.02031	0.0079	34683	0.0008640728616714499	0.0023200832441971166	-0.0014560103825256667
35576_0	0.02703	0.01749	35576	5.713201119972311e-07	1.591372851938999e-07	4.121828268033312e-07
35576_1	0.00158	0.01357	35576	0.0013289908810912854	1.591372851938999e-07	0.0013288317438060915
35576_2	0.00473	0.01593	35576	2.3985108206892036e-05	1.591372851938999e-07	2.3825970921698136e-05
35576_3	0.00473	0.01479	35576	1.4655833213694791e-09	1.591372851938999e-07	-1.5767170187253042e-07
35576_4	0.00394	0.01672	35576	5.645040679347346e-08	1.591372851938999e-07	-1.0268687840042644e-07
31274_0	0.01992	0.01351	31274	0.003997047069308923	0.08707263233053623	-0.08307558526122731
31274_1	0.00777	0.00725	31274	0.013539257466968935	0.08707263233053623	-0.0735333748635673
31274_2	0.0068	0.00599	31274	0.9900662900795955	0.08707263233053623	0.9029936577490593
31274_3	0.0085	0.00766	31274	0.14773648440679776	0.08707263233053623	0.06066385207626153
31274_4	0.0119	0.00667	31274	0.0067241939654022476	0.08707263233053623	-0.08034843836513399
31274_5	0.00728	0.00722	31274	0.0006397041402539383	0.08707263233053623	-0.0864329281902823
31274_6	0.01044	0.00825	31274	0.19237046821747916	0.08707263233053623	0.10529783588694293
31274_7	0.00898	0.00735	31274	0.5215751853749994	0.08707263233053623	0.4345025530444631
31274_8	0.00948	0.00703	31274	0.007480715011749517	0.08707263233053623	-0.07959191731878672
31473_0	0.02478	0.0227	31473	0.00103818432594871	0.03994435210290437	-0.03890616777695566
31473_1	0.00205	0.01339	31473	4.1691461394322005e-10	0.03994435210290437	-0.039944351685989754
31473_2	0.01945	0.02098	31473	1.5403395225987992e-09	0.03994435210290437	-0.039944350562564845
31473_3	0.00077	0.01131	31473	6.6956414851437884e-06	0.03994435210290437	-0.039937656461419224
31473_4	0.01586	0.02084	31473	0.25258178201902104	0.03994435210290437	0.21263742991611667
SterLBSfic_0	0.29306	0.16528				
SterLBSfic_1	0.03991	0.15633				
SterLBSfic_2	0.04842	0.15378				
SterLBSfic_3	0.60441	0.17889				
42099_0	0.07085	0.02829	42099	0.0017992344422966822	0.0007218594021444202	0.001077375040152262
42099_1	0.04031	0.02303	42099	0.0003703128902289299	0.0007218594021444202	-0.00035154651191549036
42099_2	0.03752	0.02642	42099	1.7388207296242797e-07	0.0007218594021444202	-0.0007216855200714578
42099_3	0.03697	0.02418	42099	9.318546770886726e-07	0.0007218594021444202	-0.0007209275474673316
SmolTHA2fic_0	0.14925	0.19506	SmolTHA2fic	0.010162644957716127	0.06639567459189838	-0.05623302963418225
SmolTHA2fic_1	0.12534	0.19707	SmolTHA2fic	0.023638289951549263	0.06639567459189838	-0.042757384640349116
57472_0	0.06344	0.02521				
57472_1	0.04532	0.0227				
57472_2	0.06474	0.02267				
57472_3	0.05288	0.02312				
57472_4	0.04761	0.02409				
57472_5	0.04457	0.02279				
57472_6	0.04684	0.02255				
57472_7	0.05113	0.02476				
8223_0	0.02571	0.02692				
8223_1	0.00977	0.02105				
8223_2	0.01543	0.02533				
8223_3	0.00798	0.02358				
8223_4	0.00848	0.02002				
8223_5	0.00951	0.02087				
8223_6	0.01337	0.02139				
42296_0	0.0716	0.02182	42296	0.9515565392888438	0.3512693514861507	0.6002871878026931
42296_1	0.0428	0.02222	42296	0.8916854536526688	0.3512693514861507	0.5404161021665181
42296_2	0.33976	0.04092	42296	0.007635299839422349	0.3512693514861507	-0.34363405164672833
28885_0	0.05745	0.01746				
28885_1	0.14988	0.02552				
38894_0	0.11942	0.01616	38894	0.0005654442218951949	0.4721218203715523	-0.4715563761496571
38894_1	0.03154	0.00978	38894	0.0019320181093239741	0.4721218203715523	-0.47018980226222834
38894_2	0.02986	0.01588	38894	0.9829941654463707	0.4721218203715523	0.5108723450748185
38894_3	0.04045	0.01958	38894	0.059833808551077894	0.4721218203715523	-0.4122880118204744
63339_0	0.03869	0.0331	63339	0.35366712084805085	0.26387141045882634	0.08979571038922451
63339_1	0.0353	0.03072	63339	0.04234201947117111	0.26387141045882634	-0.22152939098765523
63339_2	0.03224	0.03724	63339	0.9894518823404248	0.26387141045882634	0.7255804718815985
63339_3	0.03363	0.03218	63339	0.012258960380353123	0.26387141045882634	-0.2516124500784732
35619_0	0.01889	0.02492	35619	0.990332640054486	0.6557939672708502	0.3345386727836358
35619_1	0.0064	0.02447	35619	0.999523714364117	0.6557939672708502	0.34372974709326687
35619_2	0.00852	0.02411	35619	0.8826096691157811	0.6557939672708502	0.22681570184493094
35619_3	0.01331	0.023	35619	0.8967986818442156	0.6557939672708502	0.24100471457336547
35619_4	0.01038	0.02237	35619	0.9814750573803	0.6557939672708502	0.3256810901094499
27553_0	0.09199	0.01837				
27553_1	0.02305	0.01614				
27553_2	0.02475	0.01548				
27553_3	0.02112	0.01465				
27553_4	0.02111	0.01683				
27553_5	0.01941	0.01445				
27553_6	0.04078	0.02728				
27553_7	0.02063	0.01183				
27553_8	0.46249	0.11141				
GoldOLRbio_0	0.09721	0.04129				
GoldOLRbio_1	0.07088	0.0468				
GoldOLRbio_2	0.04084	0.04278				
34667_0	0.07117	0.02491	34667	3.7210301506718224e-10	6.780630301683743e-08	-6.743420000177025e-08
34667_1	0.04904	0.01882	34667	2.6926521012882176e-09	6.780630301683743e-08	-6.511365091554921e-08
34667_2	0.0496	0.02002	34667	1.0238698777698119e-11	6.780630301683743e-08	-6.779606431805973e-08
33478_0	0.02306	0.0161				
33478_1	0.00318	0.01213				
33478_10	0.0027	0.01933				
33478_11	0.00245	0.01745				
33478_12	0.22796	0.07723				
33478_2	0.00343	0.01361				
33478_3	0.00343	0.01419				
33478_4	0.00343	0.01655				
33478_5	0.00221	0.01758				
33478_6	0.00196	0.01555				
33478_7	0.00686	0.01611				
33478_8	0.00294	0.01727				
33478_9	0.00294	0.01428				
32835_0	0.07407	0.03149	32835	0.48144906110536556	0.0578337760977678	0.42361528500759776
32835_1	0.04254	0.0331	32835	0.22579441872381767	0.0578337760977678	0.16796064262604987
43982_0	0.03499	0.01791	43982	3.170279702091605e-07	0.04160354414723229	-0.04160322711926208
43982_1	0.00795	0.01684	43982	0.011125467436922554	0.04160354414723229	-0.030478076710309734
43982_2	0.00954	0.01512	43982	0.0008124712063676265	0.04160354414723229	-0.04079107294086466
43982_3	0.00928	0.01391	43982	0.00010203041368073151	0.04160354414723229	-0.04150151373355156
43982_4	0.00689	0.01361	43982	0.0004351706637377717	0.04160354414723229	-0.041168373483494516
43982_5	0.01273	0.02081	43982	0.00019083592586288667	0.04160354414723229	-0.0414127082213694
43982_6	0.00477	0.01732	43982	0.01938414640425068	0.04160354414723229	-0.02221939774298161
43982_7	0.00743	0.01648	43982	0.0018013122341665744	0.04160354414723229	-0.039802231913065714
coventry.01_0	0.32031	0.18444				
coventry.01_1	0.59007	0.17565				
coventry.01_2	0.39335	0.16506				
coventry.01_3	0.31122	0.17404				
41616_0	0.06655	0.01592	41616	0.03196730215205845	0.00020169637806971563	0.031765605773988737
41616_1	0.02543	0.01434	41616	0.03655512263634375	0.00020169637806971563	0.036353426258274035
15455_0	0.09053	0.17018	15455	0.6441970182481822	0.2632310436036811	0.3809659746445011
15455_1	0.01752	0.16418	15455	0.9979655207510029	0.2632310436036811	0.7347344771473218
15455_2	0.01236	0.16109	15455	0.11678377574343757	0.2632310436036811	-0.14644726786024354
15455_3	0.02293	0.1697	15455	0.35963495307816573	0.2632310436036811	0.09640390947448463
15455_4	0.05396	0.17377	15455	0.7119072658319852	0.2632310436036811	0.44867622222830406
56178_0	0.04959	0.01953				
56178_1	0.05123	0.02231				
56178_2	0.0379	0.01369				
56178_3	0.03096	0.0167				
56178_4	0.04828	0.01609				
56178_5	0.04456	0.01482				
56178_6	0.0627	0.02827				
55471_0	0.0191	0.01469	55471	1.6555502094783847e-06	0.0008297825053263375	-0.0008281269551168591
55471_1	0.0071	0.01232	55471	0.00489585481877064	0.0008297825053263375	0.004066072313444302
55471_2	0.01201	0.01302	55471	5.4764483854330415e-05	0.0008297825053263375	-0.000775018021472007
55471_3	0.01177	0.01427	55471	4.7597703556334636e-11	0.0008297825053263375	-0.0008297824577286339
55471_4	0.01128	0.01161	55471	6.481812686587318e-08	0.0008297825053263375	-0.0008297176871994716
55471_5	0.04656	0.0158	55471	5.9859578571686e-07	0.0008297825053263375	-0.0008291839095406206
40874_0	0.14655	0.03682				
40874_1	0.01152	0.02172				
40874_2	0.01051	0.021				
40874_3	0.01253	0.02092				
40874_4	0.00693	0.01884				
40874_5	0.01409	0.02963				
40874_6	0.02075	0.02114				
40874_7	0.02049	0.02442				
40874_8	0.01615	0.02315				
40874_9	0.02973	0.02476				
43358_0	0.05845	0.03255	43358	2.8731443256657663e-05	0.17036341366990812	-0.17033468222665146
43358_1	0.04137	0.02782	43358	0.7572041460475746	0.17036341366990812	0.5868407323776664
43358_2	0.04912	0.0289	43358	0.005027996495181042	0.17036341366990812	-0.16533541717472708
43358_3	0.05656	0.02734	43358	0.009385290265523594	0.17036341366990812	-0.16097812340438453
43358_4	0.0421	0.03481	43358	0.003149050415847565	0.17036341366990812	-0.16721436325406056
37750_0	0.09247	0.03575				
37750_1	0.02061	0.02017				
37750_10	0.02012	0.0201				
37750_11	0.04872	0.02196				
37750_2	0.02809	0.02844				
37750_3	0.0256	0.02607				
37750_4	0.01839	0.0202				
37750_5	0.01913	0.01824				
37750_6	0.02013	0.02232				
37750_7	0.0154	0.01514				
37750_8	0.02732	0.0274				
37750_9	0.01516	0.01695				
