chunkid	passagefails	worderrors	gbindex	error	cleanerror	diverge_from_clean
12259_5	0.0622	0.14096				
12259_6	0.17824	0.17312				
15697_0	0.03749	0.02033				
15697_1	0.01143	0.02278				
15697_2	0.01283	0.02172				
15697_3	0.01441	0.02045				
15697_4	0.01281	0.01742				
32772_0	0.04206	0.01016	32772	0.13676193935529668	0.012206723930692488	0.1245552154246042
32772_1	0.00962	0.00799	32772	0.5417840927206148	0.012206723930692488	0.5295773687899223
32772_2	0.01418	0.00627	32772	9.982679284537e-05	0.012206723930692488	-0.012106897137847118
32772_3	0.0185	0.00594	32772	5.404824817811793e-06	0.012206723930692488	-0.012201319105874676
32772_4	0.02508	0.00565	32772	0.003827171053316647	0.012206723930692488	-0.00837955287737584
42281_0	0.07146	0.02444	42281	0.8434145094783205	0.6901506862866912	0.15326382319162934
42281_1	0.00392	0.01918	42281	0.9712819198292347	0.6901506862866912	0.28113123354254355
42281_2	0.0396	0.03123	42281	0.9991338063222934	0.6901506862866912	0.30898312003560224
27223_0	0.06238	0.0175	27223	0.0007798512570185157	2.8370238974543643e-05	0.000751481018043972
27223_1	0.03694	0.01562	27223	1.561176681263987e-07	2.8370238974543643e-05	-2.8214121306417244e-05
27223_2	0.03282	0.01493	27223	0.00023246745099736454	2.8370238974543643e-05	0.0002040972120228209
27223_3	0.06375	0.0195	27223	9.205566677050747e-06	2.8370238974543643e-05	-1.9164672297492896e-05
57539_0	0.01905	0.025	57539	5.683891478369674e-06	0.01772465928221496	-0.01771897539073659
57539_1	0.01428	0.02501	57539	1.6136770332186856e-06	0.01772465928221496	-0.01772304560518174
57539_2	0.01754	0.02759	57539	0.00044734904408316734	0.01772465928221496	-0.017277310238131793
57539_3	0.01579	0.02275	57539	0.00015140284160874984	0.01772465928221496	-0.01757325644060621
57539_4	0.1151	0.03856	57539	0.0007191647104686227	0.01772465928221496	-0.017005494571746337
44791_0	0.05508	0.02537	44791	0.0007344475132774475	0.0001743291533031131	0.0005601183599743344
44791_1	0.04605	0.02263	44791	0.012344518845703423	0.0001743291533031131	0.01217018969240031
44791_2	0.04501	0.02155	44791	0.00858701995499811	0.0001743291533031131	0.008412690801694997
44791_3	0.03966	0.01801	44791	5.317458196096858e-06	0.0001743291533031131	-0.00016901169510701624
44791_4	0.04365	0.02497	44791	0.29077321177779303	0.0001743291533031131	0.2905988826244899
44791_5	0.03805	0.02253	44791	0.00017194019925559356	0.0001743291533031131	-2.388954047519539e-06
44791_6	0.07215	0.01661	44791	7.018300710837089e-05	0.0001743291533031131	-0.00010414614619474221
44791_7	0.02716	0.01384	44791	0.019518242576697542	0.0001743291533031131	0.019343913423394428
20203_0	0.82515	0.0734				
20203_1	0.51025	0.05209				
20203_2	0.15869	0.02967				
20203_3	0.24478	0.03522				
20203_4	0.36464	0.03519				
20203_5	0.19502	0.03534				
20203_6	0.04877	0.02992				
20203_7	0.54103	0.09048				
20203_8	0.89566	0.16969				
46233_0	0.04267	0.01225				
46233_1	0.00329	0.00781				
46233_2	0.00356	0.0107				
46233_3	0.00192	0.00778				
37343_0	0.05716	0.02202				
37343_1	0.01939	0.01737				
37343_2	0.03769	0.01824				
37343_3	0.02292	0.01937				
57110_0	0.05611	0.01369				
57110_1	0.03407	0.01137				
57110_2	0.23224	0.05442				
30606_0	0.00858	0.00634	30606	4.4975883580877785e-05	9.275841508760152e-06	3.5700042072117634e-05
30606_1	0.00202	0.00275	30606	0.001447488990790169	9.275841508760152e-06	0.0014382131492814087
30606_2	0.00177	0.00476	30606	1.3738734150336995e-07	9.275841508760152e-06	-9.138454167256782e-06
30606_3	0.00126	0.00323	30606	0.006088210044323583	9.275841508760152e-06	0.006078934202814823
30606_4	0.00252	0.00377	30606	6.181532219429187e-08	9.275841508760152e-06	-9.21402618656586e-06
30606_5	0.00303	0.00346	30606	0.48259565050486397	9.275841508760152e-06	0.4825863746633552
30606_6	0.00353	0.0039	30606	0.0015579546631515617	9.275841508760152e-06	0.0015486788216428015
30606_7	0.00379	0.00485	30606	0.0011969133669031962	9.275841508760152e-06	0.001187637525394436
30606_8	0.00252	0.00553	30606	8.93588103512144e-09	9.275841508760152e-06	-9.266905627725031e-06
30606_9	0.00606	0.00441	30606	1.2012722597765091e-05	9.275841508760152e-06	2.7368810890049385e-06
41438_0	0.04299	0.0154				
41438_1	0.03286	0.00688				
41438_2	0.02813	0.01248				
41438_3	0.04956	0.01239				
58183_0	0.04199	0.02403	58183	0.9998411690255364	0.9389849690121469	0.06085620001338954
58183_1	0.00872	0.0178	58183	0.9999757040527366	0.9389849690121469	0.060990735040589716
58183_2	0.01695	0.01779	58183	0.9995715242173521	0.9389849690121469	0.06058655520520517
58183_3	0.01576	0.01645	58183	0.9973765188545307	0.9389849690121469	0.058391549842383816
58183_4	0.01313	0.01948	58183	0.9869989474149244	0.9389849690121469	0.048013978402777546
58183_5	0.01551	0.01626	58183	0.9772951402692022	0.9389849690121469	0.03831017125705527
58183_6	0.25776	0.03528	58183	0.7235188305142637	0.9389849690121469	-0.2154661384978832
27780_0	0.04409	0.01172				
27780_1	0.02611	0.0109				
27780_2	0.02819	0.01003				
27780_3	0.02243	0.01221				
27780_4	0.02377	0.01036				
11030_0	0.09506	0.0225	11030	0.0010385470090343851	0.09453927031022687	-0.09350072330119248
11030_1	0.02358	0.01939	11030	0.04528571655128266	0.09453927031022687	-0.049253553758944205
11030_2	0.02309	0.01336	11030	3.0033872844281717e-06	0.09453927031022687	-0.09453626692294244
11030_3	0.02333	0.01568	11030	0.0041690256579665075	0.09453927031022687	-0.09037024465226036
11030_4	0.02132	0.0154	11030	0.004474669368739637	0.09453927031022687	-0.09006460094148723
11030_5	0.07376	0.01816	11030	0.00979592397634299	0.09453927031022687	-0.08474334633388388
48637_0	0.0428	0.01793				
40525_0	0.07645	0.03809	40525	0.0003072356685392963	2.817341390182193e-07	0.00030695393440027807
40525_1	0.05979	0.02791	40525	3.7580938361259086e-10	2.817341390182193e-07	-2.813583296346067e-07
40525_2	0.05078	0.02859	40525	4.1075880541363574e-07	2.817341390182193e-07	1.2902466639541643e-07
40525_3	0.0519	0.02664	40525	2.759271111596462e-08	2.817341390182193e-07	-2.541414279022547e-07
43628_0	0.71587	0.04213				
43628_1	0.01721	0.02467				
43628_2	0.01463	0.01985				
43628_3	0.02646	0.02445				
43628_4	0.02361	0.02703				
43628_5	0.02775	0.02506				
43628_6	0.03005	0.02793				
43628_7	0.08089	0.04082				
38488_0	0.08946	0.01822	38488	0.00012424102317487584	0.002950184907005626	-0.0028259438838307504
38488_1	0.02099	0.00862	38488	7.217179977425658e-05	0.002950184907005626	-0.0028780131072313696
38488_2	0.02223	0.00708	38488	1.7346583899846557e-05	0.002950184907005626	-0.0029328383231057797
38488_3	0.02324	0.00985	38488	1.4714406468829822e-06	0.002950184907005626	-0.0029487134663587432
38488_4	0.03692	0.01387	38488	0.007858588055516313	0.002950184907005626	0.004908403148510687
41177_0	0.09294	0.02039	41177	8.627251524284674e-08	0.00010026656890002594	-0.0001001802963847831
41177_1	0.03388	0.01032	41177	5.64722313578514e-07	0.00010026656890002594	-9.970184658644743e-05
41177_2	0.04123	0.011	41177	9.674511178836553e-07	0.00010026656890002594	-9.929911778214229e-05
41177_3	0.05068	0.00792	41177	2.1863675880862132e-07	0.00010026656890002594	-0.00010004793214121732
41177_4	0.27187	0.03768	41177	1.916296464932188e-05	0.00010026656890002594	-8.110360425070406e-05
32371_0	0.02601	0.0101	32371	0.00228043874230921	0.017623241831329017	-0.015342803089019807
32371_1	0.01329	0.00561	32371	0.00023357086168740437	0.017623241831329017	-0.017389670969641613
32371_2	0.01329	0.00893	32371	6.311345006859703e-05	0.017623241831329017	-0.01756012838126042
32371_3	0.0164	0.00892	32371	0.0006561542285553612	0.017623241831329017	-0.016967087602773656
37180_0	0.08361	0.03339	37180	0.9451141935723968	0.9789091204513212	-0.03379492687892438
37180_1	0.04199	0.02113	37180	0.9999590445368856	0.9789091204513212	0.021049924085564387
29865_0	0.03266	0.01772	29865	2.9668575423080767e-06	4.4971743617949755e-07	2.517140106128579e-06
29865_1	0.01307	0.01471	29865	0.00011372709803347814	4.4971743617949755e-07	0.00011327738059729864
29865_2	0.01916	0.01233	29865	4.910657324108669e-07	4.4971743617949755e-07	4.1348296231369375e-08
29865_3	0.01622	0.01322	29865	5.534619983427191e-06	4.4971743617949755e-07	5.084902547247694e-06
57149_0	0.04765	0.03268	57149	0.0011054001503092437	0.011753277234830883	-0.01064787708452164
57149_1	0.02658	0.03623	57149	0.007501894878287008	0.011753277234830883	-0.004251382356543876
57149_2	0.00858	0.02509	57149	0.0002368942042474398	0.011753277234830883	-0.011516383030583444
57149_3	0.01466	0.02832	57149	0.017520678706634762	0.011753277234830883	0.005767401471803879
36602_0	0.07464	0.01483	36602	1.0702832631270809e-07	6.188748032220914e-06	-6.081719705908206e-06
36602_1	0.01334	0.00761	36602	5.809157320746383e-05	6.188748032220914e-06	5.190282517524292e-05
36602_2	0.01457	0.00894	36602	0.0023024042813681866	6.188748032220914e-06	0.0022962155333359656
36602_3	0.0257	0.0085	36602	1.7537606777917603e-07	6.188748032220914e-06	-6.013371964441738e-06
36602_4	0.76178	0.20497	36602	2.255529096828468e-12	6.188748032220914e-06	-6.188745776691817e-06
36173_0	0.03926	0.02738	36173	5.874897187707617e-05	0.03384835009101735	-0.033789601119140276
36173_1	0.01515	0.02331	36173	0.40964370682661133	0.03384835009101735	0.375795356735594
36173_2	0.07669	0.03165	36173	0.0025952031879189486	0.03384835009101735	-0.031253146903098404
35484_0	0.01944	0.01442	35484	0.9715847263209969	0.38386511588722777	0.5877196104337692
35484_1	0.00865	0.0145	35484	0.002931929810804368	0.38386511588722777	-0.3809331860764234
35484_2	0.01379	0.01411	35484	0.13991848495030845	0.38386511588722777	-0.24394663093691932
35484_3	0.01243	0.01243	35484	0.00198743249801403	0.38386511588722777	-0.38187768338921374
35484_4	0.03269	0.01543	35484	0.004595444742767074	0.38386511588722777	-0.3792696711444607
50793_0	0.02672	0.01473	50793	0.15624778200400002	0.4060254231119796	-0.24977764110797956
50793_1	0.02785	0.01382	50793	0.05857828499576734	0.4060254231119796	-0.34744713811621225
37046_0	0.0176	0.01301	37046	0.00012063307297716097	0.0008268828762961015	-0.0007062498033189405
37046_1	0.00578	0.00988	37046	0.2379573125239075	0.0008268828762961015	0.2371304296476114
37046_2	0.17773	0.03642	37046	6.195891673943521e-06	0.0008268828762961015	-0.0008206869846221579
7777_0	0.25281	0.10478				
7777_1	0.02273	0.0335				
7777_10	0.04098	0.04279				
7777_11	0.03152	0.03886				
7777_2	0.02418	0.03196				
7777_3	0.03811	0.03163				
7777_4	0.07262	0.04172				
7777_5	0.03958	0.03745				
7777_6	0.0281	0.02969				
7777_7	0.0557	0.04417				
7777_8	0.03004	0.04086				
7777_9	0.07398	0.05152				
43076_0	0.0132	0.0203	43076	4.052210558214142e-07	0.0016156419859563592	-0.0016152367649005378
43076_1	0.00733	0.01753	43076	0.0006355698904436657	0.0016156419859563592	-0.0009800720955126935
43076_2	0.01661	0.01655	43076	4.625291197379866e-06	0.0016156419859563592	-0.0016110166947589794
43076_3	0.00611	0.01472	43076	0.0002936236983687168	0.0016156419859563592	-0.0013220182875876424
43076_4	0.01953	0.01446	43076	0.00010120357782361644	0.0016156419859563592	-0.0015144384081327428
43076_5	0.00611	0.01735	43076	0.0012062573288725842	0.0016156419859563592	-0.00040938465708377503
43076_6	0.0105	0.01414	43076	4.046230261622874e-06	0.0016156419859563592	-0.0016115957556947363
43076_7	0.00904	0.0142	43076	0.0004279305695682467	0.0016156419859563592	-0.0011877114163881125
52782_0	0.02917	0.01925				
52782_1	0.00757	0.01122				
52782_2	0.00814	0.01179				
52782_3	0.01123	0.01342				
52962_0	0.05244	0.01345	52962	0.99651046008213	0.8790710216170151	0.11743943846511484
52962_1	0.04046	0.00953	52962	0.9998778690971205	0.8790710216170151	0.1208068474801054
52962_2	0.05602	0.00814	52962	0.9998682313862778	0.8790710216170151	0.12079720976926267
52962_3	0.04478	0.01128	52962	0.9999987500368052	0.8790710216170151	0.12092772841979005
52962_4	0.04526	0.00907	52962	0.9999974188033421	0.8790710216170151	0.12092639718632703
52962_5	0.04193	0.00983	52962	0.9999999900467608	0.8790710216170151	0.12092896842974565
52962_6	0.09171	0.01567	52962	0.3330042294714901	0.8790710216170151	-0.546066792145525
30088_0	0.06754	0.01972	30088	2.910934332467363e-06	2.535915575563319e-05	-2.2448221423165826e-05
30088_1	0.1373	0.02414	30088	4.524910975911567e-07	2.535915575563319e-05	-2.4906664658042033e-05
30274_0	0.03325	0.04406	30274	0.02554106326146066	0.032191568491821976	-0.006650505230361314
30274_1	0.03556	0.03341	30274	0.0010481112626321565	0.032191568491821976	-0.03114345722918982
30274_2	0.02102	0.04163	30274	0.006428641165048932	0.032191568491821976	-0.025762927326773044
30274_3	0.10788	0.05664	30274	0.006147632218505894	0.032191568491821976	-0.026043936273316082
42147_0	0.08619	0.01974	42147	3.0392303815407473e-05	1.1597845213984215e-05	1.879445860142326e-05
42147_1	0.08949	0.01699	42147	0.0010563129851923758	1.1597845213984215e-05	0.0010447151399783916
42147_2	0.09285	0.01679	42147	0.0003463639243549421	1.1597845213984215e-05	0.0003347660791409579
42147_3	0.07943	0.0153	42147	1.7664304199360714e-06	1.1597845213984215e-05	-9.831414794048143e-06
46651_0	0.1275	0.04916	46651	6.090523991475472e-06	8.550745025370787e-07	5.235449488938393e-06
37686_0	0.11999	0.02513	37686	0.0008710157663848195	0.008052171217772842	-0.007181155451388022
37686_1	0.04079	0.02259	37686	8.344580726404871e-08	0.008052171217772842	-0.008052087771965578
37686_2	0.04824	0.01989	37686	0.0004844083864343762	0.008052171217772842	-0.0075677628313384655
37686_3	0.03383	0.01994	37686	4.097379964429493e-06	0.008052171217772842	-0.008048073837808412
37686_4	0.33742	0.03958	37686	0.000729322250754838	0.008052171217772842	-0.007322848967018004
28820_0	0.07762	0.02533				
28820_1	0.014	0.0122				
28820_2	0.01044	0.01111				
28820_3	0.0121	0.01245				
28820_4	0.00996	0.00973				
28820_5	0.13049	0.04095				
40008_0	0.24515	0.01472	40008	0.9967895073799466	0.9999838480031278	-0.0031943406231811355
40008_1	0.03108	0.00605	40008	0.999993236589339	0.9999838480031278	9.388586211245276e-06
54096_0	0.05713	0.02362	54096	0.0002895576259863697	0.23756255837064089	-0.23727300074465452
54096_1	0.03844	0.0141	54096	1.0781326955644488e-06	0.23756255837064089	-0.23756148023794532
54096_2	0.02519	0.02026	54096	0.00016834120441877598	0.23756255837064089	-0.2373942171662221
54096_3	0.03481	0.02454	54096	1.4597019970530312e-07	0.23756255837064089	-0.23756241240044118
54096_4	0.03245	0.01161	54096	1.7265490914741832e-07	0.23756255837064089	-0.23756238571573174
54096_5	0.03844	0.01859	54096	0.00025321061827332514	0.23756255837064089	-0.23730934775236756
54096_6	0.01975	0.01348	54096	3.1146928951564234e-06	0.23756255837064089	-0.23755944367774573
54096_7	0.02468	0.01545	54096	1.637865842951669e-09	0.23756255837064089	-0.23756255673277504
54096_8	0.03506	0.01069	54096	0.005032615206490232	0.23756255837064089	-0.23252994316415065
54096_9	0.1112	0.01788	54096	2.8407592102652757e-05	0.23756255837064089	-0.23753415077853823
35119_0	0.04584	0.03044				
35119_1	0.03597	0.02644				
35119_2	0.05949	0.03699				
BondWHLbio_0	0.20844	0.05877	BondWHLbio	0.026878838913902636	0.7397226021104573	-0.7128437631965546
BondWHLbio_1	0.03805	0.04988	BondWHLbio	0.01635400102007234	0.7397226021104573	-0.7233686010903849
BondWHLbio_2	0.03494	0.05376	BondWHLbio	0.18403038639656344	0.7397226021104573	-0.5556922157138938
BondWHLbio_3	0.03595	0.05453	BondWHLbio	0.26145309182972154	0.7397226021104573	-0.4782695102807357
BondWHLbio_4	0.03966	0.0548	BondWHLbio	0.23381735749142174	0.7397226021104573	-0.5059052446190355
BondWHLbio_5	0.03652	0.05337	BondWHLbio	0.0015794918706324435	0.7397226021104573	-0.7381431102398248
51299_0	0.42034	0.07224	51299	0.1914824333189432	0.012907953210125334	0.17857448010881788
51299_1	0.17071	0.06443	51299	0.6699971815602705	0.012907953210125334	0.6570892283501453
51299_2	0.26223	0.09374	51299	0.14964119777066576	0.012907953210125334	0.13673324456054042
41917_0	0.01766	0.02192	41917	4.5621752631230805e-07	8.561441729870723e-06	-8.105224203558415e-06
41917_1	0.00953	0.01943	41917	9.794439603805216e-08	8.561441729870723e-06	-8.46349733383267e-06
41917_2	0.01137	0.01801	41917	5.588149081248162e-07	8.561441729870723e-06	-8.002626821745907e-06
41917_3	0.01347	0.01634	41917	3.63397242297836e-08	8.561441729870723e-06	-8.525102005640939e-06
41917_4	0.03141	0.01684	41917	3.434876827412836e-10	8.561441729870723e-06	-8.561098242187981e-06
43696_0	0.00564	0.01943	43696	9.943502392140147e-06	9.844544690440493e-06	9.895770169965346e-08
43696_1	0.00859	0.0199	43696	6.205115643531656e-09	9.844544690440493e-06	-9.838339574796962e-06
43696_2	0.00711	0.01665	43696	4.9663830721580204e-05	9.844544690440493e-06	3.981928603113971e-05
47750_0	0.02856	0.01882				
47750_1	0.05079	0.02611				
PsalGMPbio_0	0.05332	0.18156				
PsalGMPbio_1	0.0167	0.16646				
PsalGMPbio_2	0.02335	0.17793				
PsalGMPbio_3	0.01844	0.17342				
PsalGMPbio_4	0.02673	0.17028				
40565_0	0.17231	0.02639				
40565_1	0.02915	0.02034				
40565_2	0.04043	0.02288				
HolcTFPfic_0	0.09158	0.16408				
HolcTFPfic_1	0.036	0.16269				
HolcTFPfic_2	0.0417	0.15956				
HolcTFPfic_3	0.04241	0.16704				
HolcTFPfic_4	0.10154	0.16091				
HolcTFPfic_5	0.03845	0.15424				
HolcTFPfic_6	0.03695	0.15561				
HolcTFPfic_7	0.0448	0.15841				
HolcTFPfic_8	0.04131	0.16178				
HolcTFPfic_9	0.04253	0.15544				
59236_0	0.09782	0.02446				
59236_1	0.04452	0.01285				
59236_10	0.10186	0.01859				
59236_11	0.03938	0.01299				
59236_12	0.07192	0.01996				
59236_2	0.02736	0.01206				
59236_3	0.02938	0.01533				
59236_4	0.0538	0.02137				
59236_5	0.03935	0.01414				
59236_6	0.03571	0.01683				
59236_7	0.0634	0.0153				
59236_8	0.08633	0.0211				
59236_9	0.0572	0.01689				
27924_0	0.01546	0.01672				
27924_1	0.01037	0.01077				
27924_2	0.01214	0.01079				
47785_0	0.04385	0.02062	47785	0.9997919837490159	0.9997307940096543	6.118973936164451e-05
47785_1	0.02043	0.01743	47785	0.9999951314041154	0.9997307940096543	0.0002643373944611893
47785_2	0.02442	0.02116	47785	0.9999956547884277	0.9997307940096543	0.0002648607787734125
47785_3	0.02243	0.0209	47785	0.9934222615024039	0.9997307940096543	-0.006308532507250386
47785_4	0.02218	0.02136	47785	0.9718076932512084	0.9997307940096543	-0.02792310075844584
53097_0	0.16955	0.02931	53097	0.49763319277314644	0.24081746607077095	0.2568157267023755
53097_1	0.01175	0.01765	53097	0.08942997824243926	0.24081746607077095	-0.1513874878283317
53097_2	0.01474	0.01534	53097	1.9210937371783032e-05	0.24081746607077095	-0.24079825513339917
53097_3	0.28282	0.04805	53097	0.005782088162867405	0.24081746607077095	-0.23503537790790355
33777_0	0.07556	0.01275				
33777_1	0.03337	0.00573				
33777_2	0.02764	0.00792				
33777_3	0.02616	0.01056				
33777_4	0.02192	0.00797				
33777_5	0.02864	0.00834				
33777_6	0.02864	0.00697				
33777_7	0.2824	0.0318				
44064_0	0.06163	0.14549				
44064_1	0.03363	0.14289				
44064_2	0.02878	0.14213				
44064_3	0.02373	0.12946				
44064_4	0.03522	0.13656				
44064_5	0.67865	0.14825				
30487_0	0.06283	0.03238				
30487_1	0.03874	0.02849				
12669_0	0.0277	0.03711	12669	0.022570095185987293	0.11734301213912732	-0.09477291695314002
12669_1	0.03007	0.03369	12669	0.006397958977754747	0.11734301213912732	-0.11094505316137257
12669_10	0.02162	0.03628	12669	0.023261342563837717	0.11734301213912732	-0.0940816695752896
12669_2	0.02479	0.03381	12669	0.017329800852444288	0.11734301213912732	-0.10001321128668303
12669_3	0.02504	0.03165	12669	0.010414542168785124	0.11734301213912732	-0.1069284699703422
12669_4	0.01791	0.03509	12669	0.28575544593120084	0.11734301213912732	0.16841243379207352
12669_5	0.02292	0.03711	12669	0.0027103267417816213	0.11734301213912732	-0.1146326853973457
12669_6	0.02844	0.03397	12669	5.598093994807485e-06	0.11734301213912732	-0.11733741404513251
12669_7	0.02634	0.03176	12669	0.2972992346596619	0.11734301213912732	0.1799562225205346
12669_8	0.02004	0.0344	12669	0.99854395358745	0.11734301213912732	0.8812009414483226
12669_9	0.02795	0.03587	12669	0.0012258756266855242	0.11734301213912732	-0.1161171365124418
46774_0	0.01862	0.02298				
46774_1	0.00368	0.01871				
46774_2	0.00539	0.02059				
46774_3	0.0076	0.01985				
46774_4	0.03257	0.01977				
34730_0	0.05502	0.02018	34730	2.2724029624665576e-07	2.501896376738699e-07	-2.2949341427214165e-08
34730_1	0.01172	0.01539	34730	2.1441776221209352e-07	2.501896376738699e-07	-3.5771875461776403e-08
34730_2	0.01128	0.01401	34730	2.7304909999692484e-08	2.501896376738699e-07	-2.2288472767417744e-07
34730_3	0.09247	0.03933	34730	2.3726510343102802e-06	2.501896376738699e-07	2.1224613966364103e-06
56980_0	0.0838	0.02518	56980	0.9990818254713644	0.4459620853782354	0.5531197400931289
56980_1	0.01963	0.01754	56980	0.6361981446517792	0.4459620853782354	0.19023605927354376
56980_10	0.01502	0.01913	56980	0.9972520514200758	0.4459620853782354	0.5512899660418404
56980_11	0.34545	0.04209	56980	0.973757916445883	0.4459620853782354	0.5277958310676476
56980_2	0.01865	0.01662	56980	0.8196430014257943	0.4459620853782354	0.3736809160475589
56980_3	0.02059	0.017	56980	0.7494125820693363	0.4459620853782354	0.30345049669110086
56980_4	0.0281	0.01757	56980	0.9998607827041239	0.4459620853782354	0.5538986973258886
56980_5	0.02326	0.01966	56980	0.9988539662673496	0.4459620853782354	0.5528918808891141
56980_6	0.02591	0.01778	56980	0.998135284174891	0.4459620853782354	0.5521731987966556
56980_7	0.02472	0.01709	56980	0.00511300494128919	0.4459620853782354	-0.4408490804369462
56980_8	0.02156	0.0156	56980	0.8620050698771407	0.4459620853782354	0.41604298449890526
56980_9	0.02641	0.01843	56980	0.0283374391183151	0.4459620853782354	-0.4176246462599203
50129_0	0.9279	0.06539	50129	0.0007068014487920937	0.9681631060285684	-0.9674563045797763
50129_1	0.01025	0.00857	50129	0.8650896216569693	0.9681631060285684	-0.10307348437159902
50129_2	0.01437	0.00806	50129	0.9917278636751452	0.9681631060285684	0.02356475764657684
50129_3	0.00925	0.00738	50129	0.5839411867439938	0.9681631060285684	-0.3842219192845746
50129_4	0.02267	0.01229	50129	0.9997571388720732	0.9681631060285684	0.031594032843504816
29415_0	0.04835	0.01047				
29415_1	0.03297	0.00719				
29415_2	0.0362	0.00862				
29415_3	0.03107	0.00655				
29415_4	0.02865	0.00711				
41636_0	0.02462	0.02008				
41636_1	0.00146	0.00795				
41636_10	0.00561	0.00823				
41636_11	0.0039	0.00732				
41636_12	0.00707	0.01081				
41636_2	0.00366	0.00943				
41636_3	0.00487	0.00839				
41636_4	0.00317	0.00848				
41636_5	0.00317	0.00983				
41636_6	0.00341	0.00862				
41636_7	0.00244	0.0089				
41636_8	0.00634	0.00917				
41636_9	0.00634	0.00888				
41420_0	0.03835	0.01842				
41420_1	0.02701	0.01405				
41420_2	0.02423	0.01222				
41420_3	0.03205	0.01348				
34732_0	0.01425	0.00964	34732	3.4878558062612086e-05	0.0003383496981876455	-0.0003034711401250334
34732_1	0.00411	0.0067	34732	0.00017058854248119815	0.0003383496981876455	-0.00016776115570644735
34732_2	0.00991	0.00917	34732	9.614769351573571e-06	0.0003383496981876455	-0.0003287349288360719
34732_3	0.02053	0.00604	34732	0.0007759184571249911	0.0003383496981876455	0.0004375687589373456
34732_4	0.58713	0.1598	34732	1.0555849716542554e-06	0.0003383496981876455	-0.00033729411321599124
39203_0	0.10338	0.02999				
39203_1	0.1589	0.03334				
30555_0	0.01446	0.01734	30555	8.441025656225065e-12	4.4467541870929495e-09	-4.438313161436724e-09
30555_1	0.01019	0.01434	30555	2.3457602527088284e-09	4.4467541870929495e-09	-2.100993934384121e-09
30970_0	0.03638	0.01925				
30970_1	0.01018	0.01051				
30970_2	0.01018	0.01007				
30970_3	0.01247	0.00825				
30970_4	0.01349	0.00898				
30970_5	0.06594	0.01411				
36534_0	0.02162	0.0144				
36534_1	0.01603	0.01204				
36534_2	0.0145	0.01253				
36534_3	0.01882	0.01308				
36534_4	0.01858	0.01618				
55093_0	0.05458	0.01251				
55093_1	0.03148	0.01169				
55093_2	0.0231	0.01006				
55093_3	0.02793	0.01126				
55093_4	0.03277	0.01475				
55093_5	0.03834	0.01648				
40893_0	0.0523	0.02033	40893	0.0007303240338268902	0.009951900968899016	-0.009221576935072126
40893_1	0.03686	0.02013	40893	0.0027784397070432787	0.009951900968899016	-0.0071734612618557375
40893_2	0.05254	0.02381	40893	0.00743431267431216	0.009951900968899016	-0.002517588294586856
40893_3	0.03862	0.02411	40893	0.039397779281245326	0.009951900968899016	0.02944587831234631
40893_4	0.04335	0.02471	40893	0.05919558503030131	0.009951900968899016	0.049243684061402296
40893_5	0.03885	0.02143	40893	0.10633557676048266	0.009951900968899016	0.09638367579158365
40893_6	0.03563	0.02491	40893	0.02599647745398226	0.009951900968899016	0.016044576485083242
40893_7	0.03612	0.02325	40893	0.0011697836791774163	0.009951900968899016	-0.0087821172897216
32144_0	0.0051	0.01175	32144	0.0037731683516248893	0.0009142070528168345	0.002858961298808055
32144_1	0.00325	0.00942	32144	0.43303145156562317	0.0009142070528168345	0.4321172445128063
32144_2	0.00347	0.0099	32144	3.152532771288907e-05	0.0009142070528168345	-0.0008826817251039454
32144_3	0.00742	0.01118	32144	2.3315761107256527e-05	0.0009142070528168345	-0.0008908912917095779
29000_0	0.02844	0.01602	29000	4.947998257565089e-06	0.05839229509158189	-0.05838734709332433
29000_1	0.00209	0.00791	29000	0.19578800086999504	0.05839229509158189	0.13739570577841315
29000_10	0.00678	0.00769	29000	0.0001507117274668346	0.05839229509158189	-0.05824158336411506
29000_11	0.00888	0.00918	29000	0.487199141187706	0.05839229509158189	0.42880684609612413
29000_2	0.00235	0.00561	29000	0.005740479374714669	0.05839229509158189	-0.05265181571686722
29000_3	0.00522	0.0092	29000	8.866975583998737e-06	0.05839229509158189	-0.05838342811599789
29000_4	0.00444	0.00767	29000	1.3963088430490878e-05	0.05839229509158189	-0.0583783320031514
29000_5	0.00757	0.00756	29000	0.0002456608792825721	0.05839229509158189	-0.05814663421229932
29000_6	0.006	0.00803	29000	0.0002255558988437656	0.05839229509158189	-0.058166739192738126
29000_7	0.00626	0.00568	29000	0.00010481124691619215	0.05839229509158189	-0.0582874838446657
29000_8	0.00469	0.00617	29000	3.62099623651968e-06	0.05839229509158189	-0.05838867409534537
29000_9	0.00653	0.00778	29000	0.003371568461269292	0.05839229509158189	-0.0550207266303126
LewiMMR2fic_0	0.09258	0.07514	LewiMMR2fic	4.7085394971890793e-07	0.6916134390857427	-0.691612968231793
LewiMMR2fic_1	0.0481	0.05247	LewiMMR2fic	0.1835480439237721	0.6916134390857427	-0.5080653951619706
LewiMMR2fic_2	0.04901	0.05629	LewiMMR2fic	0.9996654980316653	0.6916134390857427	0.3080520589459226
LewiMMR2fic_3	0.03913	0.05801	LewiMMR2fic	0.17533966553353442	0.6916134390857427	-0.5162737735522083
48951_0	0.06377	0.04305	48951	0.010905890286221465	5.349976639812404e-06	0.010900540309581652
